dataset,seed,idx,teacher_help,in_hole,local_density,dist_nearest,local_y_rough,support_loss,teacher_extra,ts_disagree,err_unguided
energy,46,137,-0.143249,0.0,0.807362,0.644894,0.59121,0.0,0.0,0.091561,0.046613
energy,46,138,-0.121097,1.0,0.766025,0.644894,0.03378,0.930892,0.285998,0.017722,0.108923
energy,46,139,-0.023629,0.0,0.701883,0.644894,0.152411,0.0,0.0,0.000738,0.017744
energy,46,140,0.030274,0.0,0.772515,0.644894,0.042347,0.0,0.0,0.00443,0.071614
energy,46,141,-0.081197,0.0,0.840942,0.644894,0.053868,0.0,0.0,0.095253,0.000752
energy,46,142,-0.082781,0.0,0.840942,0.644894,0.019722,0.0,0.0,0.015506,0.024696
energy,46,143,0.010338,0.0,0.977109,0.644894,0.108321,0.0,0.0,0.121835,0.195468
energy,46,144,-0.035443,1.0,0.983781,0.902746,0.299849,0.0,0.0,0.027321,0.067585
energy,46,145,-0.048734,0.0,0.812769,0.644894,0.148471,0.046921,0.046921,0.036181,0.014541
energy,46,146,0.102637,0.0,0.757419,0.644894,0.01443,0.0,0.0,0.11962,0.117909
energy,46,147,-0.095253,0.0,0.981935,0.644894,0.248013,0.271142,0.0,0.040612,0.074979
energy,46,148,-0.087131,1.0,0.983781,0.902746,0.258314,0.0,0.0,0.033228,0.075752
energy,46,149,0.011215,0.0,0.766025,0.644894,0.686922,0.0,0.0,0.019198,0.023329
energy,46,150,-0.0827,0.0,0.983781,0.902746,0.28425,0.0,0.0,0.069409,0.070769
energy,46,151,0.0,0.0,0.861821,0.644894,0.219698,0.0,0.0,0.07827,0.011853
energy,46,152,-0.038397,0.0,1.005164,0.902746,0.257267,0.0,0.0,0.093038,0.045791
energy,46,153,-0.044304,1.0,0.708558,0.644894,0.019613,0.0,0.0,0.047257,0.01151
