seed,spacing,hole_dist,in_hole,err_unguided,err_M20,err_force_ii,err_teacher_sign_tmag,benefit_force_ii,benefit_teacher_sign_tmag
42,0.03022,1.082254,0,1.8557,1.2517,1.1309,0.844,0.7248,1.0117
42,0.092602,0.638486,0,4.9391,2.508,2.4778,1.4359,2.4613,3.5032
42,0.241776,1.041651,0,1.1774,0.7999,2.8845,0.7244,-1.7071,0.453
42,0.320079,0.104826,1,0.8462,3.3516,2.7929,1.1017,-1.9467,-0.2555
42,0.079834,0.180694,0,1.8366,2.4104,0.8098,4.8717,1.0268,-3.0351
42,0.169955,0.361115,0,7.6012,6.3177,10.5004,5.759,-2.8992,1.8422
42,0.346199,0.066441,1,4.277,4.1713,3.9297,5.3793,0.3473,-1.1023
42,0.188853,0.608353,0,4.5563,4.4959,5.2207,3.9523,-0.6644,0.604
42,0.44053,0.147759,1,4.2956,6.2888,6.0623,5.5942,-1.7667,-1.2986
42,0.063259,1.10721,0,1.2617,2.5905,1.5637,1.0503,-0.302,0.2114
42,0.065176,0.954963,0,3.653,1.1464,2.9584,6.0237,0.6946,-2.3707
42,0.088746,1.485703,0,5.0862,5.6298,5.5543,3.2138,-0.4681,1.8724
42,0.103153,0.104294,0,11.7328,9.5886,10.6003,6.0401,1.1325,5.6927
42,0.34707,0.178779,1,8.7557,8.1215,5.1921,6.0377,3.5636,2.718
42,0.927757,0.132529,1,12.5152,13.2551,13.3004,12.5303,-0.7852,-0.0151
42,0.218514,0.464234,0,0.8544,0.6858,0.0063,1.7,0.8481,-0.8456
42,0.027052,0.483962,0,0.0637,0.5318,1.4831,0.8423,-1.4194,-0.7786
42,0.136635,0.34976,0,9.3526,7.0876,5.8343,7.2386,3.5183,2.114
42,0.174905,0.818607,0,5.9702,7.4349,11.0438,8.1748,-5.0736,-2.2046
42,0.081155,0.504916,0,5.8983,4.9923,2.4857,1.3683,3.4126,4.53
42,0.086619,0.849839,0,0.289,0.3452,1.8099,0.2588,-1.5209,0.0302
42,0.116003,0.525563,0,4.3734,5.4153,5.521,4.3432,-1.1476,0.0302
42,0.048441,0.395849,0,1.1038,0.832,0.3488,2.5081,0.755,-1.4043
42,0.18586,0.229772,0,5.9142,6.2162,3.8153,5.8236,2.0989,0.0906
42,0.31884,0.269817,1,2.6356,1.7145,2.8017,4.2815,-0.1661,-1.6459
42,0.652478,0.14394,1,4.0972,4.6559,0.3573,1.7265,3.7399,2.3707
42,0.075107,0.261632,0,8.4158,8.9896,8.597,8.3856,-0.1812,0.0302
42,0.053626,0.320252,0,1.2173,0.8967,0.5982,2.3045,0.6191,-1.0872
42,0.037805,0.850733,0,16.2574,16.0611,17.4201,14.989,-1.1627,1.2684
42,0.187298,0.371214,0,1.4952,0.3023,2.4314,3.5639,-0.9362,-2.0687
42,0.184407,0.314827,0,4.4506,1.6873,3.2275,3.8617,1.2231,0.5889
42,0.064439,0.369196,0,6.6534,7.0611,5.7776,7.9067,0.8758,-1.2533
42,0.258375,0.058924,1,0.1526,0.4816,2.958,2.0671,-2.8054,-1.9145
42,0.136839,0.212928,0,5.0284,8.5316,6.1609,5.4814,-1.1325,-0.453
42,0.084598,1.145906,0,9.7108,8.1555,6.268,7.8988,3.4428,1.812
42,0.396269,0.622058,0,3.1434,3.7927,0.1333,0.1182,3.0101,3.0252
42,0.679467,0.05999,1,3.0739,1.6092,1.8659,5.6409,1.208,-2.567
42,0.207588,0.578375,0,3.0068,1.7082,1.4213,3.5051,1.5855,-0.4983
42,0.143641,0.249371,0,10.4565,7.0439,9.1579,9.3693,1.2986,1.0872
42,0.259693,0.289137,0,5.4084,5.65,6.1785,3.5209,-0.7701,1.8875
42,0.057766,1.018585,0,6.9831,6.6358,8.176,7.9344,-1.1929,-0.9513
42,0.051381,0.948903,0,6.5508,4.9955,3.108,4.7388,3.4428,1.812
42,0.158418,0.674917,0,3.1377,1.9146,2.6545,3.3793,0.4832,-0.2416
42,0.111688,0.402208,0,1.8307,1.3173,1.8911,1.9817,-0.0604,-0.151
42,0.168363,0.896442,0,4.3531,4.5041,5.7574,3.6434,-1.4043,0.7097
42,0.155417,0.678019,0,6.2222,4.0025,3.1569,4.1384,3.0653,2.0838
42,0.266971,0.089732,1,5.4831,5.9814,3.6711,5.2415,1.812,0.2416
42,0.196124,0.103125,1,5.7544,2.8854,5.2259,6.5547,0.5285,-0.8003
42,0.292839,0.99139,0,1.1568,0.7642,3.0745,4.0711,-1.9177,-2.9143
42,0.061092,0.104835,0,5.1759,3.4998,2.8656,5.493,2.3103,-0.3171
42,0.183723,0.493966,0,5.7448,6.681,5.6844,3.1778,0.0604,2.567
42,0.514453,0.157537,1,6.1998,6.1394,5.8676,5.2485,0.3322,0.9513
42,0.068346,0.62768,0,4.8813,2.7371,6.1648,4.7907,-1.2835,0.0906
42,0.085555,0.660052,0,9.7836,9.5571,9.6024,8.0622,0.1812,1.7214
42,0.073224,0.505533,0,2.3327,0.3697,1.0794,3.0122,1.2533,-0.6795
42,0.04212,0.403772,0,7.8393,5.2723,8.6245,5.3176,-0.7852,2.5217
42,0.10223,0.073724,1,7.9755,10.5123,10.1801,9.5157,-2.2046,-1.5402
42,0.099725,0.328998,0,7.7161,5.1491,5.1189,4.4847,2.5972,3.2314
42,0.325386,0.219318,1,6.3732,7.3849,5.9353,3.6854,0.4379,2.6878
42,0.147429,0.947882,0,2.5779,3.4386,4.0275,4.0275,-1.4496,-1.4496
42,0.470964,0.035415,1,1.696,1.0467,0.6143,1.7413,1.0817,-0.0453
42,0.143117,0.278106,0,3.4407,1.4928,4.8903,0.0021,-1.4496,3.4386
42,0.03698,0.210157,0,1.339,2.4866,2.1393,1.3541,-0.8003,-0.0151
42,0.170099,0.621721,0,5.1562,4.069,3.0573,3.0573,2.0989,2.0989
42,0.120034,0.574267,0,5.9034,7.0963,7.7456,6.9755,-1.8422,-1.0721
42,0.066591,0.563582,0,1.7861,0.6234,0.3516,0.6536,1.4345,1.1325
42,0.121251,0.180538,0,5.5814,3.9959,2.5614,5.4002,3.02,0.1812
42,0.057233,0.359817,0,7.9699,9.1326,7.8793,4.8744,0.0906,3.0955
42,0.133629,0.149017,0,2.6834,0.0497,0.6839,1.3999,1.9995,1.2835
42,0.51438,0.242645,1,4.4634,1.685,0.175,2.8477,4.2884,1.6157
42,0.140928,1.115482,0,4.8159,3.9099,3.019,4.0458,1.7969,0.7701
42,0.142254,0.045483,1,1.9283,1.3484,2.4809,0.5542,-0.5526,1.3741
42,0.136288,0.430094,0,5.018,4.716,4.3385,4.5801,0.6795,0.4379
42,0.111681,0.453296,0,1.3552,2.7746,2.9558,0.8947,-1.6006,0.4605
42,0.490414,0.147463,1,4.9424,2.1489,0.1406,2.6019,4.8018,2.3405
42,0.098769,0.755132,0,9.0637,6.9195,7.3121,8.7466,1.7516,0.3171
42,0.060252,1.291725,0,0.6286,1.2175,2.048,0.3982,-1.4194,0.2304
42,0.54486,0.25099,1,5.4622,3.5143,3.8012,5.2659,1.661,0.1963
42,0.237425,0.158842,1,2.5804,0.9496,0.8322,0.7986,1.7482,1.7818
42,0.118468,1.152833,0,6.0973,6.8372,5.6292,5.8406,0.4681,0.2567
42,0.080052,0.475387,0,7.6517,2.261,4.7374,3.7408,2.9143,3.9109
42,0.040155,0.347468,0,3.9578,3.082,2.9159,2.2515,1.0419,1.7063
42,0.090612,1.067997,0,2.0461,0.3699,1.7894,2.8615,0.2567,-0.8154
42,0.187476,0.567862,0,3.4481,1.5908,4.2182,3.5689,-0.7701,-0.1208
42,0.30435,0.209611,1,3.5201,1.2702,0.2887,1.7836,3.2314,1.7365
42,0.051619,0.199689,0,7.7647,6.5265,5.5752,7.3872,2.1895,0.3775
42,0.324822,0.368649,0,4.3996,2.0289,1.0776,3.7201,3.322,0.6795
42,0.128887,0.27882,0,2.9813,4.8839,1.4411,4.7631,1.5402,-1.7818
42,0.166732,0.519773,0,8.5791,6.8879,4.4417,5.9215,4.1374,2.6576
42,0.474862,0.093279,1,0.0341,1.076,1.4686,1.2041,-1.4345,-1.17
42,0.156863,0.357798,0,2.087,1.483,3.7782,0.9998,-1.6912,1.0872
42,0.181719,0.068627,1,11.3754,12.7495,13.5196,13.5196,-2.1442,-2.1442
42,0.141772,0.318192,0,4.0808,0.9249,2.3443,3.1899,1.7365,0.8909
42,0.094129,0.83346,0,6.9027,6.344,4.5924,2.3727,2.3103,4.53
42,0.469191,0.09422,1,11.4345,8.2182,8.3692,4.2016,3.0653,7.2329
42,0.102201,1.184292,0,5.8345,4.8379,2.7541,4.5359,3.0804,1.2986
42,0.188851,1.047066,0,9.5563,8.756,8.4087,7.8802,1.1476,1.6761
42,0.118721,0.177023,0,8.4703,8.3193,8.7119,10.7202,-0.2416,-2.2499
42,0.064478,1.26438,0,4.5327,5.3481,5.4236,5.1971,-0.8909,-0.6644
42,0.144327,0.143905,1,9.6852,6.3481,5.6535,6.031,4.0317,3.6542
42,0.187708,0.717774,0,14.497,13.9081,14.6933,15.3728,-0.1963,-0.8758
42,0.118439,1.021857,0,3.5078,0.1011,1.4844,2.028,2.0234,1.4798
42,0.169972,0.618945,0,4.8651,5.4842,3.4759,6.1486,1.3892,-1.2835
42,0.298883,0.129642,1,0.5257,1.326,3.1984,0.8126,-2.6727,-0.2869
42,0.234944,0.852054,0,1.808,1.3399,0.1852,0.1621,1.6228,1.6459
42,0.117543,0.145303,0,1.4303,1.2793,1.6719,3.6802,-0.2416,-2.2499
42,0.167849,0.420675,0,0.8132,2.6101,4.4674,0.7679,-3.6542,0.0453
42,0.135142,0.942545,0,1.9759,1.3568,2.0967,0.4401,-0.1208,1.5358
42,0.119248,0.207211,0,3.8361,2.8093,4.4854,7.2034,-0.6493,-3.3673
42,0.047624,0.641889,0,2.6004,4.05,5.1674,6.0885,-2.567,-3.4881
42,0.286785,0.111127,1,0.2231,2.2835,2.2835,2.0117,-2.0604,-1.7886
42,0.104499,0.294089,0,6.3774,5.9395,4.3842,4.5352,1.9932,1.8422
42,0.745254,0.0,1,9.7917,8.3572,8.176,8.4931,1.6157,1.2986
42,0.293922,0.096313,1,0.7957,1.596,3.4684,1.0826,-2.6727,-0.2869
42,0.105207,0.059599,1,4.7406,2.7474,2.5662,3.2306,2.1744,1.51
42,0.563296,0.112281,1,1.5681,2.4439,0.0627,2.1314,1.5054,-0.5633
42,0.391844,0.133266,1,9.2322,6.5746,8.2054,6.8011,1.0268,2.4311
42,0.535774,0.137754,1,1.9658,2.8265,3.3701,0.3501,-1.4043,1.6157
42,0.474548,0.129991,1,1.1945,0.2583,1.5267,4.6977,-0.3322,-3.5032
42,0.153513,1.271631,0,5.0314,3.0231,2.1473,3.8083,2.8841,1.2231
42,0.165809,0.119357,1,1.2727,3.3867,3.8699,1.6049,-2.5972,-0.3322
42,0.20415,0.231615,0,15.0178,13.6135,11.575,11.9072,3.4428,3.1106
42,0.12163,0.182377,0,2.5827,1.9334,1.9938,4.6816,0.5889,-2.0989
42,0.21655,0.974451,0,3.7322,1.9051,3.2188,2.2977,0.5134,1.4345
42,0.10865,0.374477,0,2.6053,3.6472,3.4811,4.221,-0.8758,-1.6157
42,0.097765,0.216105,0,6.6624,6.2547,8.4895,8.0818,-1.8271,-1.4194
42,0.389635,0.113876,1,0.1914,1.53,0.2518,2.094,-0.0604,-1.9026
42,0.229546,0.799504,0,7.7559,4.8718,4.3433,6.8197,3.4126,0.9362
42,0.235753,1.169847,0,1.508,0.5416,1.3459,0.7117,0.1621,0.7963
42,0.10782,0.682637,0,3.8188,4.2567,1.6444,3.094,2.1744,0.7248
42,0.187553,0.439617,0,2.403,2.7201,0.2437,0.742,2.1593,1.661
42,0.126272,0.363515,0,0.0945,0.2679,0.5699,0.3965,-0.4754,-0.302
42,1.214528,0.126732,1,3.1238,1.795,1.493,1.0853,1.6308,2.0385
42,0.118315,0.547281,0,12.7265,13.5872,12.6812,10.8088,0.0453,1.9177
42,0.123141,0.306183,0,1.7398,1.2566,3.7481,2.7666,-2.0083,-1.0268
42,0.364391,0.079952,1,6.5294,5.3969,6.6049,5.4422,-0.0755,1.0872
42,0.122955,0.359302,0,3.319,2.8207,2.3677,4.2401,0.9513,-0.9211
42,0.053515,0.627279,0,14.2648,12.5434,12.9058,10.4747,1.359,3.7901
42,0.081446,0.3523,0,1.0153,0.2905,1.5215,0.0568,-0.5062,0.9585
42,0.217445,0.697618,0,6.5168,6.3054,3.9498,4.1461,2.567,2.3707
42,0.110383,0.221688,0,0.1369,2.6435,2.6435,2.3717,-2.5066,-2.2348
42,0.142867,0.305353,0,0.6743,1.8625,0.8055,0.0552,-0.1312,0.6191
42,0.185877,1.18225,0,4.1471,5.7326,2.9995,4.3585,1.1476,-0.2114
42,0.19077,0.339946,0,0.053,0.0832,2.0462,0.7627,-1.9932,-0.7097
42,0.140615,0.112873,1,5.1486,3.5631,6.0697,6.0999,-0.9211,-0.9513
42,0.320775,0.687307,0,5.8518,5.7914,8.8416,7.7695,-2.9898,-1.9177
42,0.104601,0.152108,0,0.4018,3.3161,2.6517,3.4369,-2.2499,-3.0351
42,0.193134,0.964614,0,4.3493,3.7755,2.4165,4.6664,1.9328,-0.3171
42,0.074449,0.150941,0,8.7252,5.3881,4.6935,5.071,4.0317,3.6542
42,0.155667,0.650232,0,11.5174,10.3094,11.7288,13.7975,-0.2114,-2.2801
42,0.549531,0.175661,1,4.5455,4.1227,2.2805,2.8694,2.265,1.6761
42,0.199449,0.165254,1,1.2155,0.2341,1.0193,0.1283,0.1962,1.0872
42,0.029275,0.919246,0,2.0738,0.3071,0.141,1.6861,1.9328,0.3877
42,0.103549,0.313286,0,8.2014,7.3709,5.6042,5.0908,2.5972,3.1106
42,0.151413,1.361017,0,11.2102,9.5794,11.0592,11.2253,0.151,-0.0151
42,0.166289,0.194165,0,6.1984,5.8813,5.3981,5.7001,0.8003,0.4983
42,0.216127,0.281364,0,2.1152,2.5682,5.1503,4.1084,-3.0351,-1.9932
42,0.065218,0.329536,0,11.5744,6.3951,8.041,8.343,3.5334,3.2314
42,0.182171,1.057781,0,2.3156,0.9868,1.8671,1.3643,0.4485,0.9513
42,0.128643,0.289604,0,5.6803,3.8079,6.3749,4.8951,-0.6946,0.7852
42,0.07903,1.127781,0,4.618,3.8932,3.9838,1.8849,0.6342,2.7331
42,0.127437,1.295012,0,3.5838,2.4815,3.6593,3.4781,-0.0755,0.1057
42,0.100614,0.231772,0,3.0044,6.0244,5.0882,3.7896,-2.0838,-0.7852
42,0.020915,0.411152,0,2.0042,1.6116,1.7173,0.917,0.2869,1.0872
42,0.625154,0.171652,1,3.0588,4.8104,2.3038,2.0773,0.755,0.9815
42,0.166358,0.064098,1,3.2685,5.3221,7.2247,5.1409,-3.9562,-1.8724
42,0.144594,0.564542,0,4.2036,5.4871,8.1598,4.9435,-3.9562,-0.7399
42,0.091463,0.191014,0,2.082,0.7381,0.4512,0.3002,1.6308,1.7818
42,0.202502,0.662942,0,4.0044,0.6011,1.2655,0.1388,2.7389,3.8656
42,0.131886,0.184538,0,3.6016,5.7005,5.2928,2.8315,-1.6912,0.7701
42,0.125638,0.766205,0,2.0692,0.529,0.9357,1.4954,1.1335,0.5738
42,0.062968,0.131084,0,6.7953,8.0335,8.9848,7.1728,-2.1895,-0.3775
42,0.23051,0.142188,1,4.4699,5.5571,2.2502,4.4246,2.2197,0.0453
42,0.129846,0.786843,0,5.3818,3.9473,5.1553,4.6721,0.2265,0.7097
42,0.141009,0.860953,0,2.0418,1.2566,1.8908,2.1475,0.151,-0.1057
42,0.201521,0.698357,0,2.7603,2.6546,1.9449,4.1042,0.8154,-1.3439
42,0.2862,0.083628,1,2.1949,0.6849,1.0473,2.965,1.1476,-0.7701
42,0.130338,0.305641,0,5.5207,1.8061,2.9084,5.2036,2.6123,0.3171
42,0.84416,0.134443,1,5.701,6.7882,7.2865,4.5836,-1.5855,1.1174
42,0.059161,0.525403,0,5.5706,1.9919,4.7854,5.5404,0.7852,0.0302
42,0.168792,0.19221,0,3.2949,1.5886,0.6222,2.7966,2.6727,0.4983
42,0.09526,0.857084,0,1.2893,3.3882,4.5056,3.962,-3.2163,-2.6727
42,0.246042,0.207881,1,10.6633,9.5761,9.1986,11.524,1.4647,-0.8607
42,0.07484,0.362657,0,4.1393,2.3726,5.8154,6.2684,-1.6761,-2.1291
42,0.080375,0.294014,0,6.829,8.4447,5.1831,7.6897,1.6459,-0.8607
42,0.073866,0.420831,0,4.0802,4.1557,2.8269,4.3822,1.2533,-0.302
42,0.023139,0.53314,0,7.4558,5.2512,7.8786,4.4358,-0.4228,3.02
42,0.14028,0.649176,0,0.6287,2.2746,2.4407,1.6253,-1.812,-0.9966
42,0.238143,0.124124,1,4.4618,6.7117,7.4667,6.0171,-3.0049,-1.5553
42,0.399023,0.060197,1,1.9661,1.7094,1.6188,2.7362,0.3473,-0.7701
42,0.187157,0.180057,1,7.9069,6.3667,5.3248,5.808,2.5821,2.0989
42,0.187264,0.394409,0,11.2161,13.7378,11.8805,14.6287,-0.6644,-3.4126
42,0.078738,0.136966,0,3.3491,1.5522,0.2598,1.8693,3.0893,1.4798
42,0.153141,0.21646,0,9.6631,8.4702,10.6446,7.7152,-0.9815,1.9479
42,0.086301,0.676639,0,5.4375,4.758,0.3941,0.4998,5.0434,4.9377
42,0.373427,0.137582,1,6.4083,2.3011,3.2675,5.8345,3.1408,0.5738
42,0.190609,0.265445,0,4.1882,6.4381,7.5857,4.2033,-3.3975,-0.0151
42,0.329276,0.097849,1,5.1312,5.6144,7.9096,7.3811,-2.7784,-2.2499
42,0.114473,0.354586,0,7.2757,6.9435,10.039,8.9065,-2.7633,-1.6308
42,0.22108,0.323612,0,4.6923,0.9022,3.1219,2.4877,1.5704,2.2046
42,0.045482,0.45578,0,2.17,0.9016,0.0409,2.4569,2.1291,-0.2869
42,0.624954,0.112925,1,2.0169,0.9729,2.5001,2.5152,-0.4832,-0.4983
42,0.258474,0.18163,1,4.9513,3.9547,2.7618,4.5738,2.1895,0.3775
42,0.680663,0.158937,1,6.9603,3.0041,7.519,7.3378,-0.5587,-0.3775
42,0.088702,0.318434,0,4.166,3.7734,3.109,4.921,1.057,-0.755
42,0.135101,0.138174,0,5.3244,6.2757,3.7842,4.5694,1.5402,0.755
42,0.340955,0.152891,1,1.9586,3.68,1.8982,0.056,0.0604,1.9026
42,0.035348,0.20087,0,0.441,0.7066,0.3593,0.4259,0.0817,0.0151
42,0.057227,0.41668,0,4.7881,5.3317,5.6941,2.6741,-0.906,2.114
42,0.193444,0.164896,1,3.2284,2.9113,2.4281,2.7301,0.8003,0.4983
42,0.180747,0.5078,0,12.1002,10.7865,10.56,9.6087,1.5402,2.4915
42,0.288867,1.196798,0,7.0767,6.4878,6.8955,7.0012,0.1812,0.0755
42,0.158293,0.439077,0,0.3777,0.6189,0.3475,0.3475,0.0302,0.0302
42,0.301614,0.207089,1,7.2156,7.2005,7.3515,6.9589,-0.1359,0.2567
42,0.0977,0.70111,0,2.1818,0.7473,1.9553,1.4721,0.2265,0.7097
42,0.217592,0.811935,0,1.4963,1.3302,2.6288,4.5163,-1.1325,-3.02
42,0.025987,1.083866,0,6.1671,6.1369,5.2611,5.1856,0.906,0.9815
42,0.08477,0.217359,0,4.2834,2.4412,2.8338,2.562,1.4496,1.7214
42,0.391148,0.161869,1,5.129,1.0369,2.5922,2.2449,2.5368,2.8841
42,0.097779,0.232619,0,8.3597,5.5058,8.3446,6.3665,0.0151,1.9932
42,0.170523,0.166309,1,4.7321,5.6683,5.6834,6.4686,-0.9513,-1.7365
42,0.474902,0.013879,1,0.8776,3.6711,5.6794,3.2181,-4.8018,-2.3405
42,0.150596,0.562737,0,3.9915,4.067,3.4177,5.0032,0.5738,-1.0117
42,0.072151,0.142683,0,2.6328,4.8223,5.6981,3.6596,-3.0653,-1.0268
42,0.182081,0.083419,1,1.4174,2.0516,4.528,3.6371,-3.1106,-2.2197
42,0.637134,0.075603,1,10.4198,10.3594,10.0876,9.4685,0.3322,0.9513
42,0.123288,0.914244,0,0.6301,1.9671,3.8093,3.0694,-3.1792,-2.4393
42,0.674272,0.054265,1,0.7677,2.0711,2.8563,0.9036,-2.0886,-0.1359
42,0.124611,1.255278,0,3.235,2.9028,2.7216,1.4381,0.5134,1.7969
42,0.124097,0.239015,0,2.306,0.8715,0.2373,3.7254,2.0687,-1.4194
42,0.423804,0.074432,1,0.5037,0.2017,1.4852,2.7687,-0.9815,-2.265
42,0.051555,0.403036,0,4.4226,2.1576,0.9043,2.3086,3.5183,2.114
42,0.079799,0.778239,0,4.6434,4.3565,5.489,3.4505,-0.8456,1.1929
42,0.119433,0.26011,0,4.0443,0.5562,1.3414,2.2927,2.7029,1.7516
42,0.081107,0.605431,0,5.4969,6.6294,5.059,7.4297,0.4379,-1.9328
42,0.099359,0.139141,0,3.9365,0.9769,0.1162,3.0607,3.8203,0.8758
42,0.107112,0.934646,0,9.3943,10.9798,7.7031,8.594,1.6912,0.8003
42,0.126124,0.088847,1,8.947,10.2305,9.3698,6.38,-0.4228,2.567
42,0.313257,0.976339,0,4.8038,2.6294,5.5286,4.0186,-0.7248,0.7852
42,0.272382,0.26196,1,2.0149,3.4494,2.1659,0.7314,-0.151,1.2835
42,0.229235,1.063658,0,1.9623,1.8717,0.1805,1.8113,1.7818,0.151
42,0.310786,0.975427,0,4.4836,1.7354,2.8226,2.9887,1.661,1.4949
42,0.119501,0.423349,0,5.1277,4.0858,2.6966,6.7283,2.4311,-1.6006
42,0.185789,0.082093,1,4.0333,1.2549,0.6024,2.7196,3.4309,1.3137
42,0.178864,0.361779,0,6.7604,5.1296,3.3478,4.9786,3.4126,1.7818
42,0.297387,0.170111,1,4.4423,3.8987,1.9659,4.1101,2.4764,0.3322
42,0.138169,0.260543,0,2.7027,2.8839,3.8805,2.7178,-1.1778,-0.0151
42,0.12577,0.206657,0,4.2691,6.7606,6.8059,2.8497,-2.5368,1.4194
42,0.089239,0.171152,0,4.86,1.9457,2.0212,3.954,2.8388,0.906
42,0.090612,0.392463,0,6.9891,5.1922,3.3802,5.5093,3.6089,1.4798
42,0.089561,0.576966,0,2.6754,0.7825,1.4976,0.2842,1.1778,2.3912
42,0.42318,0.133086,1,6.2034,2.4737,6.5658,6.294,-0.3624,-0.0906
42,0.154089,0.883701,0,11.0524,9.5122,10.5843,8.727,0.4681,2.3254
42,0.464957,0.069541,1,3.3912,3.7687,2.8627,1.3527,0.5285,2.0385
42,0.34307,0.154329,1,3.8097,5.2291,5.8784,6.1502,-2.0687,-2.3405
42,0.608497,0.236487,1,1.057,2.1895,2.3858,0.8758,-1.3288,0.1812
42,0.326472,0.726891,0,4.5758,2.4316,3.9265,5.6026,0.6493,-1.0268
42,0.090305,0.537046,0,4.0384,3.0418,1.9244,3.3287,2.114,0.7097
42,0.096193,1.444166,0,2.75,2.6141,0.8021,0.2585,1.9479,2.4915
42,0.162945,0.183524,0,3.6652,0.3281,0.3665,0.011,3.2987,3.6542
42,0.327801,0.182759,1,2.4612,2.9444,5.2396,4.7111,-2.7784,-2.2499
42,0.092422,0.302568,0,4.9706,3.7777,3.8834,4.6686,1.0872,0.302
42,0.185303,0.471702,0,7.2738,9.0405,5.0994,1.9435,2.1744,5.3303
42,0.240638,0.44183,0,9.6253,10.1538,8.7797,8.6891,0.8456,0.9362
42,0.036675,0.359482,0,1.026,0.6334,0.031,1.781,0.995,-0.755
42,0.414237,0.062905,1,0.6902,1.4087,2.5714,0.2523,-1.8812,0.4379
42,0.04015,0.435246,0,1.4734,2.6663,3.3156,2.5455,-1.8422,-1.0721
42,0.136016,0.557476,0,5.4804,5.0425,4.9066,3.2154,0.5738,2.265
42,0.128617,0.236987,0,0.1334,0.5411,0.7424,1.3867,-0.609,-1.2533
42,0.124834,0.23145,0,6.2089,6.8884,9.0477,7.885,-2.8388,-1.6761
42,0.191679,0.64258,0,6.6643,6.9814,6.5586,9.5182,0.1057,-2.8539
42,0.06113,0.163117,0,1.8894,2.7048,3.6259,3.4598,-1.7365,-1.5704
42,0.150048,0.210753,0,3.4631,0.6894,1.9531,2.7383,1.51,0.7248
42,0.072493,0.787344,0,4.7511,1.9727,3.528,3.1807,1.2231,1.5704
42,0.103776,0.11323,0,0.0249,1.6814,2.6478,0.4734,-2.6229,-0.4485
42,0.233813,0.147959,1,3.277,1.8274,4.4095,4.3491,-1.1325,-1.0721
42,0.070346,1.150466,0,6.948,6.2232,6.3138,4.2149,0.6342,2.7331
42,0.207381,0.056939,1,6.8405,4.0319,3.0504,5.859,3.7901,0.9815
42,0.171623,0.246109,0,3.5396,3.7208,3.0413,5.3516,0.4983,-1.812
42,0.230049,0.120557,1,1.1961,3.1893,2.993,0.0572,-1.7969,1.1389
42,0.074105,0.996823,0,5.5582,6.4793,6.6454,7.5212,-1.0872,-1.963
42,0.029436,0.584962,0,10.1067,9.6386,7.1773,7.2981,2.9294,2.8086
42,0.117071,0.516522,0,5.9498,6.8105,5.1797,5.5874,0.7701,0.3624
42,0.118964,0.249621,0,1.3931,1.8914,0.4189,1.1515,0.9742,0.2416
42,0.029822,0.348073,0,1.6072,4.0081,3.2078,5.9409,-1.6006,-4.3337
42,0.08147,1.066326,0,5.206,1.4461,3.3185,3.6658,1.8875,1.5402
42,0.234079,0.154341,1,1.6593,0.6627,3.2146,2.671,-1.5553,-1.0117
42,0.139932,0.332669,0,2.8153,1.109,1.5922,0.2198,1.2231,2.5955
42,0.180451,0.771384,0,3.5919,4.8754,1.6893,1.1759,1.9026,2.416
42,0.336207,0.085104,1,1.8172,2.844,1.6209,0.9867,0.1963,0.8305
42,0.048423,0.867037,0,1.5524,1.3863,3.2889,0.5407,-1.7365,1.0117
42,0.094777,0.387747,0,9.4087,6.7662,5.1807,6.8115,4.228,2.5972
42,0.290365,1.042727,0,10.0794,9.0526,9.4905,8.3127,0.5889,1.7667
42,0.094221,0.693655,0,6.6193,5.2905,7.8877,8.8843,-1.2684,-2.265
42,1.020118,0.028003,1,2.9948,1.7415,2.4965,5.0484,0.4983,-2.0536
42,0.045137,1.148173,0,7.6239,7.0954,7.3219,8.7111,0.302,-1.0872
42,0.136059,0.081288,1,2.1468,4.2155,4.3665,0.8784,-2.2197,1.2684
42,0.44147,0.260245,1,2.072,1.5369,1.703,0.3959,0.369,1.6761
42,0.260404,0.259611,1,2.7728,3.0144,2.8181,3.9506,-0.0453,-1.1778
42,0.017004,0.193754,0,2.3489,3.1341,4.4025,2.4244,-2.0536,-0.0755
42,0.337617,0.097911,1,10.0879,10.4352,8.1098,7.8078,1.9781,2.2801
42,0.073148,0.391651,0,0.8321,1.2366,1.3725,0.0437,-0.5404,0.7884
42,0.049955,0.807724,0,5.2388,4.4385,5.9636,5.0274,-0.7248,0.2114
42,0.191028,0.5241,0,1.3125,1.992,6.3559,6.2502,-5.0434,-4.9377
42,0.096228,0.294369,0,2.1797,2.98,3.3575,2.1495,-1.1778,0.0302
42,0.198202,0.095543,1,2.1591,0.3622,1.4498,0.6793,0.7093,1.4798
42,0.063044,0.275431,0,4.8953,0.7579,2.9927,3.6722,1.9026,1.2231
42,0.061371,0.526303,0,1.547,0.943,3.2382,0.4598,-1.6912,1.0872
42,0.36858,0.094331,1,4.1795,5.6291,6.7616,4.6174,-2.5821,-0.4379
42,0.250132,0.224418,1,2.458,2.0201,1.4916,3.4395,0.9664,-0.9815
42,0.089821,0.644065,0,7.5342,7.5644,8.7724,8.8026,-1.2382,-1.2684
42,0.352005,0.121147,1,1.1118,3.3617,4.1167,2.6671,-3.0049,-1.5553
42,0.061711,1.315172,0,3.9293,1.7247,0.9395,3.2347,2.9898,0.6946
42,0.021053,0.096918,0,3.0086,1.4231,3.9297,3.9599,-0.9211,-0.9513
