seed,spacing,hole_dist,in_hole,err_unguided,err_M20,err_force_ii,err_teacher_sign_tmag,benefit_force_ii,benefit_teacher_sign_tmag
45,0.158728,0.448635,0,4.3121,3.6779,4.6141,6.7734,-0.302,-2.4613
45,0.151763,0.873166,0,2.293,2.6101,2.7158,5.8415,-0.4228,-3.5485
45,0.3046,0.438804,0,4.8896,2.1414,8.6948,0.8428,-3.8052,4.0468
45,0.162604,0.326719,0,6.5652,3.9982,8.2111,6.5954,-1.6459,-0.0302
45,0.09127,0.271527,0,6.2377,6.0112,5.3015,3.8217,0.9362,2.416
45,0.22077,0.862799,0,5.8257,3.0624,4.8895,2.1715,0.9362,3.6542
45,0.631391,0.111588,1,1.7615,2.0182,3.3319,1.535,-1.5704,0.2265
45,0.115579,1.307123,0,4.101,6.5925,3.4819,5.1731,0.6191,-1.0721
45,0.063986,0.656915,0,9.5233,6.9261,10.3387,8.5267,-0.8154,0.9966
45,0.102503,0.793451,0,7.3814,4.603,9.8729,8.5894,-2.4915,-1.208
45,0.270799,0.928938,0,4.8415,1.8215,5.5814,5.2643,-0.7399,-0.4228
45,0.656668,0.047763,1,6.8215,6.897,9.313,3.8166,-2.4915,3.0049
45,0.071357,0.240078,0,1.3717,3.8934,0.1987,1.8247,1.173,-0.453
45,0.168821,0.098245,1,9.3735,5.3267,9.6604,7.3048,-0.2869,2.0687
45,0.049025,0.468082,0,7.748,5.9511,7.295,7.3554,0.453,0.3926
45,0.32984,0.099203,1,5.9387,4.0512,6.6786,3.3113,-0.7399,2.6274
45,0.0,0.190265,0,5.4842,5.8768,8.5646,4.9104,-3.0804,0.5738
45,0.333943,0.291103,1,2.9975,1.865,0.8835,1.6385,2.114,1.359
45,0.329551,0.111542,1,7.426,7.6525,6.4294,9.9779,0.9966,-2.5519
45,0.079811,1.375528,0,5.7865,4.7295,6.8888,5.6204,-1.1023,0.1661
45,0.418923,0.894399,0,2.8701,1.9339,3.5798,1.9339,-0.7097,0.9362
45,0.100065,0.09051,1,1.0322,3.1764,3.8408,1.4399,-2.8086,-0.4077
45,0.304689,0.918714,0,10.0327,5.7594,12.4336,8.0848,-2.4009,1.9479
45,0.537478,0.073502,1,0.3128,1.1368,3.6348,2.6166,-3.322,-2.3038
45,0.232363,0.354338,0,1.3942,4.8672,0.7751,2.8287,0.6191,-1.4345
45,0.257684,0.263538,0,1.2675,0.135,0.8465,0.0915,0.421,1.176
45,0.206808,0.615513,0,5.8705,5.1759,2.6089,3.4998,3.2616,2.3707
45,0.100849,0.251076,0,0.5824,0.6277,1.4582,1.7753,-0.8758,-1.1929
45,0.076329,0.612033,0,2.5505,3.0365,4.74,0.4997,-2.1895,2.0508
45,0.047534,0.79254,0,0.773,1.0901,1.1958,4.3215,-0.4228,-3.5485
45,0.193853,0.211637,0,1.8381,2.4119,1.7626,2.2156,0.0755,-0.3775
45,0.104229,0.389533,0,0.9185,0.214,1.4319,0.1484,-0.5134,0.7701
45,0.240666,1.403675,0,3.1915,2.8744,2.8895,0.1262,0.302,3.0653
45,0.220535,0.383917,0,3.2002,2.3244,2.3848,0.8446,0.8154,2.3556
45,0.198316,0.307792,0,10.4756,8.6334,10.2642,9.3431,0.2114,1.1325
45,0.198125,0.837948,0,2.5807,0.2128,1.9163,1.3151,0.6644,1.2656
45,0.275108,0.105537,1,0.2616,1.681,1.0317,0.3424,-0.7701,-0.0808
45,0.140894,0.179734,0,2.2519,0.7983,3.8676,0.7983,-1.6157,1.4536
45,0.187194,1.750822,0,6.9343,5.8471,4.6844,2.9781,2.2499,3.9562
45,0.120858,0.328588,0,7.3976,5.646,5.9631,5.0571,1.4345,2.3405
45,0.146341,1.030806,0,0.9351,5.1782,1.0408,1.8411,-0.1057,-0.906
45,0.103131,0.186542,0,7.1613,7.3123,7.4935,4.1111,-0.3322,3.0502
45,0.040913,0.162843,0,2.9178,3.3859,2.6007,3.854,0.3171,-0.9362
45,0.63362,0.022925,1,5.6901,4.5576,5.3881,7.0038,0.302,-1.3137
45,0.388823,0.024629,1,0.7597,1.8771,2.6774,3.07,-1.9177,-2.3103
45,0.202995,0.595179,0,2.3203,1.2433,0.6895,0.9715,1.6308,1.3488
45,0.318023,0.052256,1,6.0134,6.0587,6.7835,4.745,-0.7701,1.2684
45,0.115697,0.168564,0,1.3128,0.2274,0.588,0.318,0.7248,0.9948
45,0.686711,0.037677,1,1.1833,1.3343,0.2773,0.2169,0.906,0.9664
45,0.168996,0.052364,1,8.12,8.4824,9.1166,7.9388,-0.9966,0.1812
45,0.030541,0.534562,0,7.4397,7.3038,7.2585,4.7519,0.1812,2.6878
45,0.32019,0.232639,1,0.2208,0.1114,2.5311,0.6248,-2.3103,-0.404
45,0.106756,0.711937,0,2.3242,4.861,0.7236,3.2453,1.6006,-0.9211
45,0.644757,0.076992,1,3.3201,2.1876,3.0181,4.6338,0.302,-1.3137
45,0.167561,0.461848,0,6.1648,1.4385,6.0289,3.93,0.1359,2.2348
45,0.223741,0.697948,0,0.4103,0.4202,0.6368,3.234,-0.2265,-2.8237
45,0.22815,0.852516,0,5.6627,3.745,5.0738,4.6812,0.5889,0.9815
45,0.0,0.805175,0,7.7041,8.3534,8.4138,6.8283,-0.7097,0.8758
45,0.089731,0.461367,0,2.4928,0.799,6.0866,1.5113,-3.5938,0.9815
45,0.060514,0.576407,0,0.1405,1.3334,0.3427,4.0816,-0.2022,-3.9411
45,0.269195,1.02112,0,2.9186,1.9069,3.0243,0.3732,-0.1057,2.5454
45,0.15575,0.172015,0,2.6922,3.6284,3.5227,3.3566,-0.8305,-0.6644
45,0.411995,0.112637,1,3.3275,3.0255,5.5774,0.8058,-2.2499,2.5217
45,0.058532,0.790759,0,5.4331,0.5407,6.4901,2.247,-1.057,3.1861
45,0.097438,0.239149,0,7.419,3.4326,9.8048,3.8252,-2.3858,3.5938
45,0.084836,0.36519,0,3.6633,0.3866,5.5961,2.8177,-1.9328,0.8456
45,0.16851,0.077851,1,3.6732,1.529,6.5422,1.7857,-2.869,1.8875
45,0.057834,0.576427,0,7.9848,5.6745,9.4646,7.3657,-1.4798,0.6191
45,0.286942,0.367159,0,1.3699,0.0495,1.1585,2.0276,0.2114,-0.6577
45,0.232708,0.454425,0,1.8902,0.2691,3.974,0.7523,-2.0838,1.1379
45,0.077881,0.189381,0,9.1727,6.4396,11.5736,9.6257,-2.4009,-0.453
45,0.714529,0.065055,1,2.7033,3.0506,3.6848,1.6908,-0.9815,1.0125
45,0.024412,0.39851,0,0.6725,3.1478,0.0221,2.2569,0.6504,-1.5844
45,0.226727,1.591924,0,10.6932,6.7974,9.7268,7.8242,0.9664,2.869
45,0.191076,1.054917,0,4.7876,2.7944,5.4973,5.7389,-0.7097,-0.9513
45,0.024172,0.198948,0,9.229,6.5714,9.38,5.0614,-0.151,4.1676
45,0.512295,0.108729,1,6.0975,9.4195,6.324,11.7449,-0.2265,-5.6474
45,0.143892,0.203272,0,6.6155,5.8454,6.7363,6.6155,-0.1208,0.0
45,0.09369,0.323508,0,1.7441,1.6987,3.239,2.2423,-1.4949,-0.4982
45,0.295058,0.135375,1,0.1453,2.5462,1.7912,1.4439,-1.6459,-1.2986
45,0.167785,1.371774,0,1.5435,0.1845,1.5888,0.6762,-0.0453,0.8673
45,0.06993,0.517453,0,1.8869,0.3467,0.7846,0.5593,1.1023,1.3276
45,0.49044,0.190977,1,7.8775,7.0923,5.4917,5.9145,2.3858,1.963
45,0.0539,0.661189,0,5.5599,1.9661,5.7411,5.8317,-0.1812,-0.2718
45,0.069542,0.314277,0,1.4848,0.9865,0.1862,4.9276,1.2986,-3.4428
45,0.054346,0.275914,0,1.9435,1.5056,1.6868,0.7959,0.2567,1.1476
45,0.079893,1.080957,0,3.7169,1.8596,3.5961,2.7203,0.1208,0.9966
45,0.375527,0.130892,1,6.9232,7.3309,5.7454,5.1565,1.1778,1.7667
45,0.254008,0.158112,1,4.5798,2.2997,7.5092,1.7863,-2.9294,2.7935
45,0.098999,1.01737,0,4.3241,2.3007,4.611,2.3309,-0.2869,1.9932
45,0.308758,0.813525,0,12.6944,10.7616,11.124,9.0251,1.5704,3.6693
45,0.132205,0.179866,0,5.0509,4.5677,3.9939,2.9067,1.057,2.1442
45,0.268645,0.750635,0,8.3833,7.3867,8.942,6.7978,-0.5587,1.5855
45,0.0,1.101829,0,7.4599,3.0809,9.8759,6.7653,-2.416,0.6946
45,0.076542,1.299005,0,8.2291,7.8516,10.2223,5.4507,-1.9932,2.7784
45,0.142976,0.258689,0,0.9552,0.434,1.3478,2.9937,-0.3926,-2.0385
45,0.145622,1.406422,0,3.0969,1.2396,2.9761,2.1003,0.1208,0.9966
45,0.213372,1.087971,0,4.3787,5.7377,5.8736,7.0514,-1.4949,-2.6727
45,0.241208,0.153087,1,5.0156,2.7355,6.0877,2.1617,-1.0721,2.8539
45,0.059365,0.321563,0,2.2996,0.9557,0.3819,1.3936,1.9177,0.906
45,0.918877,0.021541,1,1.3588,1.6004,0.8756,0.9364,0.4832,0.4224
45,0.167774,1.05961,0,1.9133,2.774,3.0458,4.435,-1.1325,-2.5217
45,0.240941,0.072316,1,0.7055,0.0646,0.8263,0.7055,-0.1208,0.0
45,0.065833,0.448678,0,2.3489,0.1443,4.9914,1.9412,-2.6425,0.4077
45,0.400385,0.058267,1,8.7103,7.5929,6.7926,6.4,1.9177,2.3103
45,0.075388,0.879863,0,2.6934,1.5195,4.1581,1.576,-1.4647,1.1174
45,0.187244,0.164179,1,5.0429,4.2577,4.3332,2.9591,0.7097,2.0838
45,0.111179,1.721334,0,6.1231,1.7441,6.6818,6.1533,-0.5587,-0.0302
45,0.07632,0.51946,0,7.6972,3.2729,7.0479,2.8501,0.6493,4.8471
45,0.163726,1.88005,0,4.7196,2.8623,3.3304,5.0669,1.3892,-0.3473
45,0.296648,1.429235,0,5.673,3.5288,3.4835,1.8678,2.1895,3.8052
45,0.682129,0.082917,1,5.8991,4.5552,3.619,3.2113,2.2801,2.6878
45,0.227184,0.77304,0,6.6256,5.2515,4.6173,2.8959,2.0083,3.7297
45,0.210012,0.483646,0,0.3072,1.1377,1.2179,2.2702,-0.9107,-1.963
45,1.098678,0.142294,1,1.6678,1.0789,0.2046,0.4764,1.4632,1.1914
45,0.20162,0.217837,0,2.3054,0.2616,2.2299,0.6142,0.0755,1.6912
45,0.156368,1.020412,0,4.4893,1.1371,3.6135,0.3519,0.8758,4.1374
45,0.576804,0.116757,1,3.6027,1.2471,6.6378,3.8141,-3.0351,-0.2114
45,0.108649,1.151825,0,9.1976,9.6808,14.7695,10.4811,-5.5719,-1.2835
45,0.140786,0.547416,0,6.1012,5.2405,4.8479,2.8094,1.2533,3.2918
45,0.114902,0.30146,0,3.8113,0.4591,6.031,3.5395,-2.2197,0.2718
45,0.620939,0.076861,1,0.5553,0.6527,1.906,0.8875,-1.3507,-0.3322
45,0.074912,0.242534,0,2.4732,3.5604,3.7416,5.3422,-1.2684,-2.869
45,0.075356,0.295267,0,4.6045,1.6147,5.6917,1.9922,-1.0872,2.6123
45,0.147129,0.101843,1,3.7537,2.5457,6.3509,2.893,-2.5972,0.8607
45,0.141252,0.022536,1,5.8808,5.5486,8.1911,5.0352,-2.3103,0.8456
45,0.21381,0.16793,1,1.1158,0.9648,4.6643,1.7349,-3.5485,-0.6191
45,0.585125,0.200872,1,6.8893,4.1109,8.3993,2.7821,-1.51,4.1072
45,0.103255,0.162169,0,0.1214,2.2958,2.1738,0.7103,-2.0524,-0.5889
45,0.119228,0.325507,0,3.2167,1.8577,1.1329,1.0868,2.0838,2.1299
45,0.153444,0.948972,0,8.7772,7.841,12.8089,7.3427,-4.0317,1.4345
45,0.172259,0.228622,0,0.9924,0.4035,1.0763,0.729,-0.0839,0.2634
45,0.118094,1.00206,0,2.2014,3.0319,2.1863,0.6612,0.0151,1.5402
45,0.145307,0.740671,0,4.0073,2.4973,3.5996,0.9118,0.4077,3.0955
45,0.308436,0.697199,0,3.8688,2.4041,0.8639,2.1474,3.0049,1.7214
45,0.144529,0.22415,0,5.3407,4.48,7.5755,4.1931,-2.2348,1.1476
45,0.58119,0.05308,1,2.9832,1.9413,4.1912,0.235,-1.208,2.7482
45,0.263132,0.046039,1,6.4422,7.7408,6.6838,6.5328,-0.2416,-0.0906
45,0.194405,1.019278,0,9.4424,5.3352,7.1019,6.06,2.3405,3.3824
45,0.128378,0.224459,0,3.0606,0.956,5.0236,0.9466,-1.963,2.114
45,0.117655,0.230297,0,0.7928,0.4153,0.7626,1.7591,0.0302,-0.9663
45,0.080759,0.491666,0,2.8593,4.6864,0.0852,3.8106,2.7741,-0.9513
45,0.500409,0.089612,1,2.8758,3.0117,0.0823,1.2601,2.7935,1.6157
45,0.095415,0.441375,0,5.0419,4.0302,3.5923,3.2148,1.4496,1.8271
45,0.50997,0.195095,1,3.8832,3.4453,0.9236,2.6299,2.9596,1.2533
45,0.094176,0.489569,0,4.8784,2.4624,3.1117,3.3835,1.7667,1.4949
45,0.125372,0.477557,0,4.0627,4.9385,2.3413,5.2858,1.7214,-1.2231
45,0.102288,1.163308,0,10.775,8.3137,8.3892,6.698,2.3858,4.077
45,0.358681,1.323934,0,2.4856,3.4822,0.4924,3.0896,1.9932,-0.604
45,0.429258,0.166161,1,0.3857,4.3268,1.6226,5.112,-1.2369,-4.7263
45,0.468892,0.04075,1,0.5755,0.5453,2.463,1.2214,-1.8875,-0.6459
45,0.286439,0.999405,0,8.0698,8.704,8.9003,7.6621,-0.8305,0.4077
45,0.471703,0.105264,1,6.5287,6.8911,3.8258,3.7352,2.7029,2.7935
45,0.227591,0.127527,1,8.9671,7.5024,8.0913,5.9773,0.8758,2.9898
45,0.108151,0.225813,0,4.9666,5.1176,7.1712,6.4464,-2.2046,-1.4798
45,0.124799,0.543628,0,2.7323,2.2642,3.4118,1.3733,-0.6795,1.359
45,0.080504,0.409207,0,4.3161,0.5713,1.1451,1.1652,3.171,3.1509
45,0.104004,0.531825,0,1.9276,3.3772,2.0484,3.9661,-0.1208,-2.0385
45,0.073678,1.256384,0,6.0331,2.2732,4.3872,5.0818,1.6459,0.9513
45,0.194963,0.17678,1,0.7934,1.3974,2.0769,1.7145,-1.2835,-0.9211
45,0.126572,1.295191,0,5.19,7.0926,1.3999,3.9518,3.7901,1.2382
45,0.081681,0.309825,0,6.0284,3.6124,4.2617,4.5335,1.7667,1.4949
45,0.113881,1.034841,0,4.3233,2.4207,3.3418,2.4358,0.9815,1.8875
45,0.558895,0.243546,1,4.3983,7.2069,6.5727,10.4987,-2.1744,-6.1004
45,0.031531,0.426119,0,0.1518,0.5881,0.3616,1.3598,-0.2098,-1.208
45,0.2036,0.87777,0,2.027,1.7099,1.6042,1.5215,0.4228,0.5055
45,0.084043,0.561561,0,5.0736,2.0687,5.5417,0.302,-0.4681,4.7716
45,0.163203,0.39935,0,3.2235,4.96,0.2337,4.2503,2.9898,-1.0268
45,0.109378,1.80884,0,5.5231,1.1441,6.0818,5.5533,-0.5587,-0.0302
45,0.117471,0.517955,0,5.2855,3.4735,5.5271,4.1228,-0.2416,1.1627
45,0.404306,0.131192,1,3.0561,0.625,2.2105,1.0327,0.8456,2.0234
45,0.163542,0.517346,0,5.629,4.6022,4.6626,2.8657,0.9664,2.7633
45,0.227375,0.088976,1,7.7707,4.1769,10.0961,5.7624,-2.3254,2.0083
45,0.17993,1.107891,0,2.825,0.3637,0.4392,1.252,2.3858,1.573
45,0.142796,0.650658,0,6.6337,5.0935,6.3468,3.5835,0.2869,3.0502
45,0.034154,0.328276,0,0.4334,1.7169,0.6448,1.1733,-0.2114,-0.7399
45,0.055539,0.160496,0,4.8653,5.2277,7.9155,3.763,-3.0502,1.1023
45,0.453273,0.125299,1,10.9582,8.3761,13.1024,9.9465,-2.1442,1.0117
45,0.29538,0.111485,1,1.3736,1.0716,1.736,3.6688,-0.3624,-2.2952
45,0.10304,1.154454,0,1.2383,2.4461,0.7853,0.9059,0.453,0.3324
45,0.137717,0.070825,1,7.6819,6.64,8.6936,7.6366,-1.0117,0.0453
45,0.097513,0.329627,0,5.3948,3.0845,6.8746,4.7757,-1.4798,0.6191
45,0.134623,0.11287,1,1.0177,0.7912,0.0815,1.3983,0.9362,-0.3806
45,0.192118,0.570157,0,6.6514,3.873,9.1429,7.8594,-2.4915,-1.208
45,0.264119,0.115975,1,0.5548,0.0112,2.3595,1.1213,-1.8047,-0.5665
45,0.175498,0.372214,0,11.655,11.4738,11.0812,7.6233,0.5738,4.0317
45,0.14144,0.502303,0,3.1053,1.3839,3.1657,1.1272,-0.0604,1.9781
45,0.199585,0.365251,0,7.6365,6.3077,9.0861,7.1231,-1.4496,0.5134
45,0.569027,0.152193,1,1.9728,2.4409,1.1982,0.5987,0.7746,1.3741
45,0.301596,0.821108,0,0.6601,1.8465,0.7442,3.0243,-0.0841,-2.3642
45,0.057315,0.648435,0,7.7319,5.7689,9.5741,7.0071,-1.8422,0.7248
45,0.145231,0.364972,0,9.121,8.3358,8.7435,8.5019,0.3775,0.6191
45,0.124857,0.696276,0,3.3362,2.2943,5.4955,4.3026,-2.1593,-0.9664
45,0.113249,0.839131,0,5.0097,3.7111,4.3,7.3502,0.7097,-2.3405
45,0.103101,0.310006,0,9.8052,10.3186,10.9528,9.6693,-1.1476,0.1359
45,0.109592,1.198282,0,1.7204,1.056,1.5543,1.5412,0.1661,0.1792
45,0.591684,0.100065,1,7.1384,6.0512,8.4219,2.8651,-1.2835,4.2733
45,0.086528,0.2228,0,10.417,5.4944,13.1199,7.6688,-2.7029,2.7482
45,0.178372,0.48717,0,8.8935,6.7795,11.083,6.9456,-2.1895,1.9479
45,0.217126,0.161886,1,1.6837,1.9706,1.3364,0.3246,0.3473,1.3591
45,0.247179,1.520101,0,7.4037,3.4626,6.2108,4.3686,1.1929,3.0351
45,0.202497,0.319051,0,3.8907,0.5838,3.0904,0.8707,0.8003,3.02
45,0.163996,0.693341,0,3.6083,4.2425,3.9858,8.1987,-0.3775,-4.5904
45,0.113723,0.212468,0,2.4103,3.2408,3.724,3.9203,-1.3137,-1.51
45,0.178731,0.284649,0,3.5827,3.8696,3.9904,5.4249,-0.4077,-1.8422
45,0.327464,0.11539,1,7.6819,6.4437,5.6736,5.2508,2.0083,2.4311
45,0.042363,0.89221,0,0.8252,1.1982,1.2631,0.2922,-0.4379,0.533
45,0.089316,0.215007,0,9.5432,9.8754,9.3771,8.1087,0.1661,1.4345
45,0.126401,0.260827,0,8.0355,4.9249,10.7082,5.8007,-2.6727,2.2348
45,0.065581,0.923908,0,8.2995,4.8265,10.187,7.3482,-1.8875,0.9513
45,0.091041,0.06854,1,3.7558,3.9521,4.2994,6.5493,-0.5436,-2.7935
45,0.136567,0.124166,1,8.3404,6.0452,7.8119,2.4665,0.5285,5.8739
45,0.18581,0.118776,1,0.6839,1.5207,2.0341,2.4871,-1.3502,-1.8032
45,0.070599,1.026936,0,2.5249,2.3373,3.1893,0.3203,-0.6644,2.2046
45,0.189979,0.165871,1,0.7896,1.605,1.0916,3.1301,-0.302,-2.3405
45,0.489623,0.185219,1,0.7045,1.3642,2.3608,2.2145,-1.6563,-1.51
45,0.099826,0.162858,0,7.6981,8.74,6.6864,7.7434,1.0117,-0.0453
45,0.085348,0.655582,0,1.9796,5.0298,3.8973,2.9309,-1.9177,-0.9513
45,0.06155,0.478196,0,1.8199,2.5591,1.1555,0.3099,0.6644,1.51
45,0.409805,0.042615,1,5.1091,2.7384,4.7467,3.7048,0.3624,1.4043
45,0.739027,0.0654,1,0.4694,0.6355,3.3535,1.6774,-2.8841,-1.208
45,0.055512,0.572458,0,9.915,9.7338,9.3412,5.8833,0.5738,4.0317
45,0.192088,0.804628,0,3.7015,2.6143,2.72,2.4935,0.9815,1.208
45,0.129856,0.543537,0,0.5663,2.3329,2.5595,0.4152,-1.9932,0.1511
45,0.1762,0.281544,0,3.1728,1.6326,2.448,1.542,0.7248,1.6308
45,0.295307,0.130801,1,8.4102,8.4857,6.5529,6.6888,1.8573,1.7214
45,0.553774,0.122491,1,0.0998,2.5762,3.1618,4.0409,-3.062,-3.9411
45,0.086542,1.954854,0,2.479,0.5613,3.1736,3.234,-0.6946,-0.755
45,0.041958,0.410307,0,11.8482,11.6368,10.61,10.3684,1.2382,1.4798
45,0.201638,0.305541,0,0.9679,1.7682,2.5957,1.1944,-1.6278,-0.2265
45,0.298145,0.23438,1,7.2915,8.0918,8.273,8.8317,-0.9815,-1.5402
45,0.292818,0.114734,1,0.7685,2.5988,2.052,0.968,-1.2835,-0.1995
45,0.189611,0.318751,0,0.7968,1.0384,0.2904,2.0722,0.5064,-1.2754
45,0.265435,0.390928,0,1.5169,0.8978,4.4765,1.3068,-2.9596,0.2101
45,0.211906,0.755902,0,1.3545,1.7773,2.0793,0.8501,-0.7248,0.5044
45,0.093337,0.672347,0,1.4567,0.6422,1.5171,1.0046,-0.0604,0.4521
45,0.157202,0.333344,0,5.5479,4.6268,8.1149,6.1821,-2.567,-0.6342
45,0.097641,0.476579,0,5.7043,4.5718,4.8436,3.1826,0.8607,2.5217
45,0.040108,0.64063,0,3.686,8.065,2.78,4.3655,0.906,-0.6795
45,0.129505,0.779252,0,1.7052,0.9502,0.5274,0.2729,1.1778,1.4323
45,0.054891,0.256785,0,1.0013,0.5389,0.7899,1.4902,0.2114,-0.4889
45,0.103658,0.297289,0,5.2834,3.8489,3.7583,3.864,1.5251,1.4194
45,0.146405,0.127894,1,2.6835,1.1131,1.2943,2.1248,1.3892,0.5587
45,0.279467,0.362918,0,6.7635,5.7518,5.2837,3.9549,1.4798,2.8086
45,0.050621,0.084473,0,7.0407,5.0626,9.653,6.7236,-2.6123,0.3171
45,0.204917,0.11113,1,12.0975,12.1126,12.6411,9.7872,-0.5436,2.3103
45,0.112959,0.547437,0,0.7312,1.6848,2.8301,1.3654,-2.0989,-0.6342
45,0.608349,0.067635,1,11.752,12.8694,10.3779,10.6044,1.3741,1.1476
45,0.618288,0.025419,1,7.6104,6.1457,8.4107,5.6172,-0.8003,1.9932
45,0.103625,0.985959,0,4.6989,1.9507,5.2727,3.7929,-0.5738,0.906
45,0.255589,0.04433,1,1.92,0.1231,0.3601,3.7576,1.5599,-1.8376
45,0.16607,0.144004,1,3.3591,3.8423,4.4161,5.5033,-1.057,-2.1442
45,0.07037,0.499206,0,1.2895,0.0966,1.7727,2.6516,-0.4832,-1.3621
45,0.305716,0.206266,1,2.9267,1.5677,0.8429,1.3768,2.0838,1.5499
45,0.019481,0.65371,0,3.0241,2.4352,3.8093,3.2808,-0.7852,-0.2567
45,0.617199,0.094566,1,10.3727,10.9767,8.2587,8.8023,2.114,1.5704
45,0.086825,0.320311,0,4.5995,1.7456,5.9585,1.9117,-1.359,2.6878
45,1.099365,0.066812,1,21.1322,21.7211,23.0046,23.2764,-1.8724,-2.1442
45,0.142723,0.423155,0,6.9205,6.9658,6.5279,4.6857,0.3926,2.2348
45,0.083133,0.827995,0,4.109,1.3306,2.4782,0.9833,1.6308,3.1257
45,0.404642,0.041222,1,8.7789,6.4837,11.1345,5.6079,-2.3556,3.171
45,0.167606,0.548603,0,4.9152,2.1821,1.9405,2.167,2.9747,2.7482
45,0.687983,0.184595,1,4.2221,4.1013,4.5845,2.6064,-0.3624,1.6157
45,0.038307,1.221772,0,5.5496,2.1974,6.7576,3.0883,-1.208,2.4613
45,0.524045,0.062228,1,0.0225,0.8379,0.5815,2.8616,-0.559,-2.8391
45,0.069876,0.217109,0,7.4582,5.3593,6.2351,6.522,1.2231,0.9362
45,0.089751,0.358582,0,5.3785,4.246,5.8919,4.6084,-0.5134,0.7701
45,0.070537,0.39016,0,0.1132,0.1284,1.2004,2.9822,-1.0872,-2.869
45,0.395193,0.020726,1,9.5157,5.5142,11.9166,6.4806,-2.4009,3.0351
45,0.429569,0.106124,1,2.9281,0.2856,4.121,0.0315,-1.1929,2.8966
45,0.23623,0.465671,0,4.974,4.7022,6.1971,2.3768,-1.2231,2.5972
45,0.15752,0.157424,1,5.2919,3.8725,6.4999,4.703,-1.208,0.5889
45,0.709482,0.081145,1,9.3488,8.0653,11.5383,5.4379,-2.1895,3.9109
45,0.382241,0.145304,1,0.9939,0.2443,0.5463,0.2443,0.4476,0.7496
45,0.087587,1.204769,0,13.9048,11.7455,12.3193,13.8444,1.5855,0.0604
45,0.209701,0.628654,0,2.8049,3.7864,0.5624,4.33,2.2425,-1.5251
45,0.186229,0.464503,0,7.9331,9.9112,9.2921,7.6764,-1.359,0.2567
45,0.252854,0.16995,1,3.25,4.2315,4.458,2.8272,-1.208,0.4228
45,0.200626,0.215926,0,5.0331,1.8168,4.2479,1.6658,0.7852,3.3673
45,0.211163,0.368701,0,2.9076,2.0167,4.6743,1.0654,-1.7667,1.8422
45,0.137303,0.336841,0,0.269,1.0598,0.7824,0.1085,-0.5134,0.1605
45,0.09726,0.435404,0,1.5233,3.6222,1.4629,3.9846,0.0604,-2.4613
45,0.271797,0.307331,0,1.9924,0.4371,2.8833,0.1502,-0.8909,1.8422
45,0.115109,0.396609,0,5.8281,4.6352,4.3634,4.3181,1.4647,1.51
45,0.641312,0.141284,1,2.3114,1.8584,0.1952,3.3231,2.1162,-1.0117
45,0.463594,0.084964,1,0.2542,0.1183,3.0477,1.8699,-2.7935,-1.6157
45,0.118225,0.157647,0,0.1302,1.4553,0.4889,0.7305,-0.3587,-0.6003
45,0.103216,0.761552,0,2.5611,2.6064,3.0594,0.6099,-0.4983,1.9512
45,0.178243,0.334904,0,1.6442,3.5619,2.1274,3.1089,-0.4832,-1.4647
45,0.390931,0.130048,1,4.0793,4.0189,1.316,2.5391,2.7633,1.5402
45,0.068107,0.838979,0,2.5558,2.2689,1.0156,1.2041,1.5402,1.3517
45,0.111992,0.739039,0,3.0943,1.9618,2.2336,0.5726,0.8607,2.5217
45,0.171457,0.181974,0,3.3378,2.4016,2.5073,2.6734,0.8305,0.6644
45,0.119455,0.694616,0,8.0474,4.4385,10.5238,6.3864,-2.4764,1.661
45,0.190365,1.209601,0,4.3618,1.7344,4.8299,3.8635,-0.4681,0.4983
45,0.240729,1.151699,0,8.9976,6.0531,8.7862,7.9557,0.2114,1.0419
45,0.272512,1.129927,0,1.362,1.3258,1.5523,3.2737,-0.1903,-1.9117
45,0.228658,0.910527,0,2.0649,1.2646,0.6153,1.3779,1.4496,0.687
45,0.197688,0.145291,1,0.7241,3.0509,3.2156,2.4167,-2.4915,-1.6926
45,0.32358,0.126316,1,2.8055,2.9112,0.3957,1.2502,2.4098,1.5553
45,0.208581,0.099795,1,6.3845,3.9383,6.1731,0.6767,0.2114,5.7078
45,0.112696,0.185179,0,7.4706,3.454,9.4336,5.3566,-1.963,2.114
45,0.216893,0.098418,1,2.8171,0.3388,6.0032,1.5034,-3.1861,1.3137
45,0.129076,0.107593,1,2.1776,0.1176,2.9628,1.3407,-0.7852,0.8369
45,0.0,0.957974,0,5.0448,5.2864,5.6941,4.018,-0.6493,1.0268
45,0.278476,0.20832,1,2.0525,2.3545,0.1974,4.5742,1.8551,-2.5217
45,0.141197,0.28232,0,0.9401,0.1247,0.7287,1.0833,0.2114,-0.1432
45,0.264853,0.115203,1,2.4393,2.6205,0.2649,0.5216,2.1744,1.9177
45,0.175632,0.407752,0,3.035,2.8538,2.4612,0.9967,0.5738,2.0383
45,0.034886,1.197856,0,7.041,6.4521,5.4555,5.6216,1.5855,1.4194
45,0.747507,0.108042,1,5.8725,6.8842,9.0435,4.0756,-3.171,1.7969
45,0.112387,1.123938,0,0.2181,2.015,1.5922,3.5854,-1.3741,-3.3673
45,0.152675,0.666191,0,6.1814,3.403,8.6729,7.3894,-2.4915,-1.208
45,0.080932,0.259836,0,9.3732,6.6854,10.9285,5.0848,-1.5553,4.2884
