dataset,seed,rmse_unguided,rmse_M00,rmse_M20,rmse_uniform,impr_uniform,rmse_force_ii,impr_force_ii,rmse_force_ii_tmag,impr_force_ii_tmag,rmse_teacher_sign_tmag,impr_teacher_sign_tmag,rmse_sameside_tmag,impr_sameside_tmag
realestate,42,6.22086,7.03308,6.25505,6.32243,-0.10158,6.79022,-0.56937,6.83104,-0.61018,6.67628,-0.45542,6.88999,-0.66914
realestate,43,6.36801,6.76744,6.74006,6.42478,-0.05677,6.05767,0.31034,6.80062,-0.43261,6.61525,-0.24724,6.03835,0.32966
realestate,44,6.93001,6.74828,6.70859,6.74908,0.18093,6.74026,0.18975,6.79807,0.13194,6.76677,0.16324,6.22019,0.70981
realestate,45,6.97804,6.69268,6.93205,7.02911,-0.05108,7.16667,-0.18864,6.65448,0.32356,6.97133,0.00671,6.98779,-0.00976
