dataset,seed,rmse_unguided,rmse_M00,rmse_M20,rmse_uniform,impr_uniform,rmse_force_ii,impr_force_ii,rmse_force_ii_tmag,impr_force_ii_tmag,rmse_teacher_sign_tmag,impr_teacher_sign_tmag,rmse_sameside_tmag,impr_sameside_tmag
beijing,42,76.53898,75.46403,76.18673,74.71383,1.82515,75.15024,1.38874,74.82343,1.71555,75.05338,1.4856,75.61128,0.9277
beijing,43,75.03058,74.3424,75.67153,71.82181,3.20877,73.2843,1.74628,72.7215,2.30908,75.05013,-0.01955,75.50337,-0.47278
beijing,44,75.78152,74.40302,75.84609,75.25018,0.53134,75.64438,0.13714,74.32923,1.45229,75.82819,-0.04667,75.50653,0.27499
beijing,45,75.20853,75.37397,75.21118,73.02591,2.18263,73.25815,1.95039,72.90568,2.30286,74.27174,0.93679,74.15292,1.05562
